doc_id,sex,score,ZFYA
249,male,1.58,1.58
250,female,1.58,1.58
251,male,1.58,1.58
252,female,1.58,1.58
256,female,1.57,1.57
259,female,1.57,1.57
258,male,1.57,1.57
257,male,1.57,1.57
255,male,1.57,1.57
254,female,1.57,1.57
253,male,1.57,1.57
260,female,1.56,1.56
261,male,1.56,1.56
262,female,1.56,1.56
263,female,1.56,1.56
264,female,1.56,1.56
265,female,1.55,1.55
266,female,1.55,1.55
267,female,1.55,1.55
268,female,1.55,1.55
269,male,1.55,1.55
270,female,1.55,1.55
271,male,1.55,1.55
278,female,1.54,1.54
276,male,1.54,1.54
277,female,1.54,1.54
273,male,1.54,1.54
275,male,1.54,1.54
272,male,1.54,1.54
274,male,1.54,1.54
279,female,1.53,1.53
281,male,1.53,1.53
282,male,1.53,1.53
283,female,1.53,1.53
284,male,1.53,1.53
280,male,1.53,1.53
285,male,1.52,1.52
286,male,1.52,1.52
287,female,1.52,1.52
288,male,1.52,1.52
289,male,1.52,1.52
290,male,1.52,1.52
294,male,1.51,1.51
296,female,1.51,1.51
295,male,1.51,1.51
293,female,1.51,1.51
292,male,1.51,1.51
291,male,1.51,1.51
297,male,1.5,1.5
298,female,1.5,1.5
299,male,1.5,1.5
300,male,1.5,1.5
301,male,1.5,1.5
302,female,1.5,1.5
307,male,1.49,1.49
309,female,1.49,1.49
308,female,1.49,1.49
303,female,1.49,1.49
306,female,1.49,1.49
305,male,1.49,1.49
304,female,1.49,1.49
313,male,1.48,1.48
314,female,1.48,1.48
312,male,1.48,1.48
310,female,1.48,1.48
311,male,1.48,1.48
315,male,1.47,1.47
316,female,1.47,1.47
317,female,1.47,1.47
318,male,1.46,1.46
319,male,1.46,1.46
320,male,1.46,1.46
325,female,1.45,1.45
327,female,1.45,1.45
326,male,1.45,1.45
328,female,1.45,1.45
324,male,1.45,1.45
322,female,1.45,1.45
323,male,1.45,1.45
321,male,1.45,1.45
332,male,1.44,1.44
333,male,1.44,1.44
334,female,1.44,1.44
331,male,1.44,1.44
330,male,1.44,1.44
329,male,1.44,1.44
335,male,1.43,1.43
336,female,1.43,1.43
337,male,1.43,1.43
338,male,1.43,1.43
339,male,1.43,1.43
340,male,1.43,1.43
341,female,1.43,1.43
349,male,1.42,1.42
347,female,1.42,1.42
350,male,1.42,1.42
348,male,1.42,1.42
344,male,1.42,1.42
346,female,1.42,1.42
342,female,1.42,1.42
345,male,1.42,1.42
343,male,1.42,1.42
351,male,1.41,1.41
353,female,1.41,1.41
354,female,1.41,1.41
355,male,1.41,1.41
352,male,1.41,1.41
356,female,1.4,1.4
357,male,1.4,1.4
358,female,1.4,1.4
359,male,1.4,1.4
360,male,1.4,1.4
361,female,1.4,1.4
362,male,1.4,1.4
365,female,1.39,1.39
366,male,1.39,1.39
367,male,1.39,1.39
364,male,1.39,1.39
363,female,1.39,1.39
372,male,1.38,1.38
376,female,1.38,1.38
375,female,1.38,1.38
373,female,1.38,1.38
374,male,1.38,1.38
371,female,1.38,1.38
370,male,1.38,1.38
369,female,1.38,1.38
368,female,1.38,1.38
384,male,1.37,1.37
389,female,1.37,1.37
388,male,1.37,1.37
387,male,1.37,1.37
386,male,1.37,1.37
385,male,1.37,1.37
380,male,1.37,1.37
383,male,1.37,1.37
377,male,1.37,1.37
382,female,1.37,1.37
378,female,1.37,1.37
379,male,1.37,1.37
381,female,1.37,1.37
399,male,1.36,1.36
395,male,1.36,1.36
398,male,1.36,1.36
396,male,1.36,1.36
397,female,1.36,1.36
394,female,1.36,1.36
393,male,1.36,1.36
392,female,1.36,1.36
391,female,1.36,1.36
390,female,1.36,1.36
400,male,1.35,1.35
401,male,1.35,1.35
402,female,1.35,1.35
403,female,1.35,1.35
404,female,1.35,1.35
415,male,1.34,1.34
414,female,1.34,1.34
413,male,1.34,1.34
412,female,1.34,1.34
410,male,1.34,1.34
411,female,1.34,1.34
409,male,1.34,1.34
407,male,1.34,1.34
406,female,1.34,1.34
405,male,1.34,1.34
408,male,1.34,1.34
422,male,1.33,1.33
427,male,1.33,1.33
425,female,1.33,1.33
424,female,1.33,1.33
423,female,1.33,1.33
426,female,1.33,1.33
421,male,1.33,1.33
420,female,1.33,1.33
419,female,1.33,1.33
418,female,1.33,1.33
416,male,1.33,1.33
417,male,1.33,1.33
435,female,1.32,1.32
434,male,1.32,1.32
433,male,1.32,1.32
432,male,1.32,1.32
431,male,1.32,1.32
430,female,1.32,1.32
429,male,1.32,1.32
428,male,1.32,1.32
443,male,1.31,1.31
448,male,1.31,1.31
447,female,1.31,1.31
446,female,1.31,1.31
445,male,1.31,1.31
444,male,1.31,1.31
442,female,1.31,1.31
436,male,1.31,1.31
440,male,1.31,1.31
439,male,1.31,1.31
438,male,1.31,1.31
437,male,1.31,1.31
441,male,1.31,1.31
449,female,1.3,1.3
450,male,1.3,1.3
451,female,1.3,1.3
452,female,1.3,1.3
453,male,1.3,1.3
454,male,1.3,1.3
455,male,1.3,1.3
459,female,1.29,1.29
461,male,1.29,1.29
460,male,1.29,1.29
458,male,1.29,1.29
456,female,1.29,1.29
457,male,1.29,1.29
462,male,1.28,1.28
463,male,1.28,1.28
464,female,1.28,1.28
465,male,1.28,1.28
466,female,1.28,1.28
467,male,1.28,1.28
468,male,1.28,1.28
469,female,1.28,1.28
476,female,1.27,1.27
474,male,1.27,1.27
477,female,1.27,1.27
475,female,1.27,1.27
478,female,1.27,1.27
473,male,1.27,1.27
471,male,1.27,1.27
470,female,1.27,1.27
472,male,1.27,1.27
483,male,1.26,1.26
486,male,1.26,1.26
484,female,1.26,1.26
485,male,1.26,1.26
482,male,1.26,1.26
481,male,1.26,1.26
480,female,1.26,1.26
479,female,1.26,1.26
487,male,1.25,1.25
488,female,1.25,1.25
489,male,1.25,1.25
490,male,1.25,1.25
491,female,1.25,1.25
496,female,1.24,1.24
498,male,1.24,1.24
497,female,1.24,1.24
494,female,1.24,1.24
495,male,1.24,1.24
493,male,1.24,1.24
492,female,1.24,1.24
504,male,1.23,1.23
508,male,1.23,1.23
507,female,1.23,1.23
506,female,1.23,1.23
505,male,1.23,1.23
503,female,1.23,1.23
502,male,1.23,1.23
501,male,1.23,1.23
500,male,1.23,1.23
499,male,1.23,1.23
514,female,1.22,1.22
518,male,1.22,1.22
517,male,1.22,1.22
516,female,1.22,1.22
515,female,1.22,1.22
510,male,1.22,1.22
513,male,1.22,1.22
511,female,1.22,1.22
509,male,1.22,1.22
512,female,1.22,1.22
525,male,1.21,1.21
529,male,1.21,1.21
528,male,1.21,1.21
527,male,1.21,1.21
526,male,1.21,1.21
530,female,1.21,1.21
524,female,1.21,1.21
522,female,1.21,1.21
521,male,1.21,1.21
520,male,1.21,1.21
519,female,1.21,1.21
523,male,1.21,1.21
534,female,1.2,1.2
537,male,1.2,1.2
536,male,1.2,1.2
535,male,1.2,1.2
533,female,1.2,1.2
532,male,1.2,1.2
531,male,1.2,1.2
546,female,1.19,1.19
553,female,1.19,1.19
552,male,1.19,1.19
551,female,1.19,1.19
550,male,1.19,1.19
549,male,1.19,1.19
548,female,1.19,1.19
547,female,1.19,1.19
539,male,1.19,1.19
545,female,1.19,1.19
543,male,1.19,1.19
542,female,1.19,1.19
541,male,1.19,1.19
540,female,1.19,1.19
538,female,1.19,1.19
544,female,1.19,1.19
557,female,1.18,1.18
559,female,1.18,1.18
558,male,1.18,1.18
555,male,1.18,1.18
556,male,1.18,1.18
554,male,1.18,1.18
564,male,1.17,1.17
567,female,1.17,1.17
566,male,1.17,1.17
565,female,1.17,1.17
560,male,1.17,1.17
563,male,1.17,1.17
562,female,1.17,1.17
561,male,1.17,1.17
573,male,1.16,1.16
577,female,1.16,1.16
576,male,1.16,1.16
575,male,1.16,1.16
574,female,1.16,1.16
578,male,1.16,1.16
572,female,1.16,1.16
569,male,1.16,1.16
568,male,1.16,1.16
571,female,1.16,1.16
570,male,1.16,1.16
579,male,1.15,1.15
580,male,1.15,1.15
581,male,1.15,1.15
583,male,1.15,1.15
584,female,1.15,1.15
585,male,1.15,1.15
586,male,1.15,1.15
582,male,1.15,1.15
591,male,1.14,1.14
595,female,1.14,1.14
594,male,1.14,1.14
593,male,1.14,1.14
592,female,1.14,1.14
590,female,1.14,1.14
589,female,1.14,1.14
588,male,1.14,1.14
587,male,1.14,1.14
605,male,1.13,1.13
604,male,1.13,1.13
603,female,1.13,1.13
602,male,1.13,1.13
601,female,1.13,1.13
600,female,1.13,1.13
599,male,1.13,1.13
598,male,1.13,1.13
597,male,1.13,1.13
596,female,1.13,1.13
611,male,1.12,1.12
614,male,1.12,1.12
613,male,1.12,1.12
612,male,1.12,1.12
609,female,1.12,1.12
610,female,1.12,1.12
608,male,1.12,1.12
607,male,1.12,1.12
606,male,1.12,1.12
620,male,1.11,1.11
624,female,1.11,1.11
623,female,1.11,1.11
622,female,1.11,1.11
621,female,1.11,1.11
619,female,1.11,1.11
618,male,1.11,1.11
617,male,1.11,1.11
616,female,1.11,1.11
615,female,1.11,1.11
632,female,1.1,1.1
637,female,1.1,1.1
636,male,1.1,1.1
635,male,1.1,1.1
634,female,1.1,1.1
633,male,1.1,1.1
626,female,1.1,1.1
631,male,1.1,1.1
630,male,1.1,1.1
629,female,1.1,1.1
628,female,1.1,1.1
627,female,1.1,1.1
625,female,1.1,1.1
643,male,1.09,1.09
646,female,1.09,1.09
645,female,1.09,1.09
644,female,1.09,1.09
641,female,1.09,1.09
642,female,1.09,1.09
640,female,1.09,1.09
639,male,1.09,1.09
638,male,1.09,1.09
655,female,1.08,1.08
663,female,1.08,1.08
662,male,1.08,1.08
661,male,1.08,1.08
660,male,1.08,1.08
659,female,1.08,1.08
658,male,1.08,1.08
656,female,1.08,1.08
657,female,1.08,1.08
654,female,1.08,1.08
653,male,1.08,1.08
652,male,1.08,1.08
651,female,1.08,1.08
650,male,1.08,1.08
649,male,1.08,1.08
648,female,1.08,1.08
647,female,1.08,1.08
672,male,1.07,1.07
679,male,1.07,1.07
678,female,1.07,1.07
677,female,1.07,1.07
676,female,1.07,1.07
675,female,1.07,1.07
674,male,1.07,1.07
673,male,1.07,1.07
680,female,1.07,1.07
671,male,1.07,1.07
669,male,1.07,1.07
668,male,1.07,1.07
667,male,1.07,1.07
666,female,1.07,1.07
665,female,1.07,1.07
664,male,1.07,1.07
670,female,1.07,1.07
689,male,1.06,1.06
695,female,1.06,1.06
694,female,1.06,1.06
693,female,1.06,1.06
692,female,1.06,1.06
691,male,1.06,1.06
690,male,1.06,1.06
687,male,1.06,1.06
688,female,1.06,1.06
686,male,1.06,1.06
685,male,1.06,1.06
684,male,1.06,1.06
683,female,1.06,1.06
682,male,1.06,1.06
681,male,1.06,1.06
703,male,1.05,1.05
709,female,1.05,1.05
708,female,1.05,1.05
707,female,1.05,1.05
706,male,1.05,1.05
704,male,1.05,1.05
705,female,1.05,1.05
702,female,1.05,1.05
696,male,1.05,1.05
700,male,1.05,1.05
699,male,1.05,1.05
698,male,1.05,1.05
697,male,1.05,1.05
701,male,1.05,1.05
716,female,1.04,1.04
721,female,1.04,1.04
719,male,1.04,1.04
718,male,1.04,1.04
717,male,1.04,1.04
720,female,1.04,1.04
715,female,1.04,1.04
714,female,1.04,1.04
713,female,1.04,1.04
712,female,1.04,1.04
711,female,1.04,1.04
710,male,1.04,1.04
732,male,1.03,1.03
731,male,1.03,1.03
730,male,1.03,1.03
729,male,1.03,1.03
728,male,1.03,1.03
727,male,1.03,1.03
726,male,1.03,1.03
725,female,1.03,1.03
724,male,1.03,1.03
723,male,1.03,1.03
722,male,1.03,1.03
738,male,1.02,1.02
742,male,1.02,1.02
741,male,1.02,1.02
740,female,1.02,1.02
739,female,1.02,1.02
743,male,1.02,1.02
737,male,1.02,1.02
735,female,1.02,1.02
734,male,1.02,1.02
733,female,1.02,1.02
736,female,1.02,1.02
751,male,1.01,1.01
757,male,1.01,1.01
755,male,1.01,1.01
754,male,1.01,1.01
753,female,1.01,1.01
752,male,1.01,1.01
756,male,1.01,1.01
750,male,1.01,1.01
749,male,1.01,1.01
748,male,1.01,1.01
747,male,1.01,1.01
746,female,1.01,1.01
744,female,1.01,1.01
745,female,1.01,1.01
766,female,1.0,1.0
765,male,1.0,1.0
764,male,1.0,1.0
763,female,1.0,1.0
762,female,1.0,1.0
761,male,1.0,1.0
760,female,1.0,1.0
759,female,1.0,1.0
758,female,1.0,1.0
779,male,0.99,0.99
778,female,0.99,0.99
777,female,0.99,0.99
773,male,0.99,0.99
775,male,0.99,0.99
774,male,0.99,0.99
776,male,0.99,0.99
772,male,0.99,0.99
770,female,0.99,0.99
769,male,0.99,0.99
768,female,0.99,0.99
767,female,0.99,0.99
771,female,0.99,0.99
785,female,0.98,0.98
790,male,0.98,0.98
789,male,0.98,0.98
788,female,0.98,0.98
787,male,0.98,0.98
786,female,0.98,0.98
784,male,0.98,0.98
783,female,0.98,0.98
782,male,0.98,0.98
781,male,0.98,0.98
780,male,0.98,0.98
799,male,0.97,0.97
805,female,0.97,0.97
804,male,0.97,0.97
803,male,0.97,0.97
802,female,0.97,0.97
801,female,0.97,0.97
800,male,0.97,0.97
794,male,0.97,0.97
798,female,0.97,0.97
797,female,0.97,0.97
796,male,0.97,0.97
795,male,0.97,0.97
793,male,0.97,0.97
792,male,0.97,0.97
791,male,0.97,0.97
822,male,0.96,0.96
821,female,0.96,0.96
820,male,0.96,0.96
819,male,0.96,0.96
818,male,0.96,0.96
817,female,0.96,0.96
815,male,0.96,0.96
816,female,0.96,0.96
812,male,0.96,0.96
814,male,0.96,0.96
808,female,0.96,0.96
806,male,0.96,0.96
807,male,0.96,0.96
813,female,0.96,0.96
809,female,0.96,0.96
811,female,0.96,0.96
810,male,0.96,0.96
823,male,0.95,0.95
825,female,0.95,0.95
826,female,0.95,0.95
827,female,0.95,0.95
828,male,0.95,0.95
829,female,0.95,0.95
830,male,0.95,0.95
831,female,0.95,0.95
832,male,0.95,0.95
824,female,0.95,0.95
840,female,0.94,0.94
845,male,0.94,0.94
844,female,0.94,0.94
843,male,0.94,0.94
842,female,0.94,0.94
841,female,0.94,0.94
836,male,0.94,0.94
839,male,0.94,0.94
838,female,0.94,0.94
837,male,0.94,0.94
834,male,0.94,0.94
833,male,0.94,0.94
835,male,0.94,0.94
850,male,0.93,0.93
854,male,0.93,0.93
853,female,0.93,0.93
852,male,0.93,0.93
851,male,0.93,0.93
849,male,0.93,0.93
847,male,0.93,0.93
846,male,0.93,0.93
848,male,0.93,0.93
861,female,0.92,0.92
865,female,0.92,0.92
864,male,0.92,0.92
863,female,0.92,0.92
862,male,0.92,0.92
866,female,0.92,0.92
860,female,0.92,0.92
859,male,0.92,0.92
858,male,0.92,0.92
857,female,0.92,0.92
856,male,0.92,0.92
855,female,0.92,0.92
875,female,0.91,0.91
874,male,0.91,0.91
873,male,0.91,0.91
872,female,0.91,0.91
871,female,0.91,0.91
870,female,0.91,0.91
869,female,0.91,0.91
868,female,0.91,0.91
867,male,0.91,0.91
889,female,0.9,0.9
888,male,0.9,0.9
887,female,0.9,0.9
886,female,0.9,0.9
885,male,0.9,0.9
884,male,0.9,0.9
883,female,0.9,0.9
882,male,0.9,0.9
878,female,0.9,0.9
876,male,0.9,0.9
877,female,0.9,0.9
881,male,0.9,0.9
879,male,0.9,0.9
880,male,0.9,0.9
902,male,0.89,0.89
914,male,0.89,0.89
913,male,0.89,0.89
912,female,0.89,0.89
911,male,0.89,0.89
910,male,0.89,0.89
909,male,0.89,0.89
908,male,0.89,0.89
907,female,0.89,0.89
906,male,0.89,0.89
905,female,0.89,0.89
903,male,0.89,0.89
904,female,0.89,0.89
901,male,0.89,0.89
895,male,0.89,0.89
890,female,0.89,0.89
891,male,0.89,0.89
892,male,0.89,0.89
893,female,0.89,0.89
894,male,0.89,0.89
896,male,0.89,0.89
897,female,0.89,0.89
898,male,0.89,0.89
899,female,0.89,0.89
900,male,0.89,0.89
921,female,0.88,0.88
925,female,0.88,0.88
924,male,0.88,0.88
923,male,0.88,0.88
922,male,0.88,0.88
917,male,0.88,0.88
920,male,0.88,0.88
916,female,0.88,0.88
919,male,0.88,0.88
915,male,0.88,0.88
918,male,0.88,0.88
936,male,0.87,0.87
940,male,0.87,0.87
939,female,0.87,0.87
938,male,0.87,0.87
937,female,0.87,0.87
926,male,0.87,0.87
935,female,0.87,0.87
934,male,0.87,0.87
933,female,0.87,0.87
932,male,0.87,0.87
931,male,0.87,0.87
930,male,0.87,0.87
929,male,0.87,0.87
928,male,0.87,0.87
927,female,0.87,0.87
952,female,0.86,0.86
951,male,0.86,0.86
950,male,0.86,0.86
949,female,0.86,0.86
948,female,0.86,0.86
947,female,0.86,0.86
946,female,0.86,0.86
945,male,0.86,0.86
942,male,0.86,0.86
941,male,0.86,0.86
944,female,0.86,0.86
943,female,0.86,0.86
962,female,0.85,0.85
953,male,0.85,0.85
970,female,0.85,0.85
968,male,0.85,0.85
967,male,0.85,0.85
966,male,0.85,0.85
965,male,0.85,0.85
964,male,0.85,0.85
963,female,0.85,0.85
969,male,0.85,0.85
961,male,0.85,0.85
959,male,0.85,0.85
958,female,0.85,0.85
957,female,0.85,0.85
956,male,0.85,0.85
954,female,0.85,0.85
955,male,0.85,0.85
960,female,0.85,0.85
976,male,0.84,0.84
979,female,0.84,0.84
978,male,0.84,0.84
977,female,0.84,0.84
974,male,0.84,0.84
975,female,0.84,0.84
973,female,0.84,0.84
972,male,0.84,0.84
971,female,0.84,0.84
992,female,0.83,0.83
991,male,0.83,0.83
990,male,0.83,0.83
987,female,0.83,0.83
989,male,0.83,0.83
988,male,0.83,0.83
983,male,0.83,0.83
986,male,0.83,0.83
980,male,0.83,0.83
985,male,0.83,0.83
981,female,0.83,0.83
982,male,0.83,0.83
984,male,0.83,0.83
1002,female,0.82,0.82
999,female,0.82,0.82
1005,male,0.82,0.82
1004,male,0.82,0.82
1003,female,0.82,0.82
1001,male,0.82,0.82
1000,female,0.82,0.82
998,female,0.82,0.82
997,male,0.82,0.82
996,male,0.82,0.82
995,female,0.82,0.82
994,male,0.82,0.82
993,female,0.82,0.82
1022,male,0.81,0.81
1021,female,0.81,0.81
1020,male,0.81,0.81
1019,male,0.81,0.81
1018,male,0.81,0.81
1017,female,0.81,0.81
1016,female,0.81,0.81
1015,male,0.81,0.81
1013,female,0.81,0.81
1014,male,0.81,0.81
1011,female,0.81,0.81
1010,female,0.81,0.81
1009,male,0.81,0.81
1008,female,0.81,0.81
1007,male,0.81,0.81
1006,female,0.81,0.81
1012,female,0.81,0.81
1036,female,0.8,0.8
1034,male,0.8,0.8
1035,male,0.8,0.8
1040,male,0.8,0.8
1037,male,0.8,0.8
1038,female,0.8,0.8
1039,female,0.8,0.8
1032,male,0.8,0.8
1033,male,0.8,0.8
1030,female,0.8,0.8
1031,male,0.8,0.8
1029,female,0.8,0.8
1028,male,0.8,0.8
1027,male,0.8,0.8
1026,female,0.8,0.8
1025,male,0.8,0.8
1024,female,0.8,0.8
1023,female,0.8,0.8
1051,female,0.79,0.79
1050,female,0.79,0.79
1049,male,0.79,0.79
1048,male,0.79,0.79
1047,female,0.79,0.79
1046,male,0.79,0.79
1045,female,0.79,0.79
1043,female,0.79,0.79
1042,male,0.79,0.79
1041,male,0.79,0.79
1044,male,0.79,0.79
1060,female,0.78,0.78
1068,male,0.78,0.78
1067,male,0.78,0.78
1066,female,0.78,0.78
1065,male,0.78,0.78
1064,male,0.78,0.78
1063,male,0.78,0.78
1061,male,0.78,0.78
1062,female,0.78,0.78
1059,male,0.78,0.78
1057,male,0.78,0.78
1056,female,0.78,0.78
1055,male,0.78,0.78
1054,female,0.78,0.78
1053,male,0.78,0.78
1052,male,0.78,0.78
1058,female,0.78,0.78
1084,male,0.77,0.77
1081,female,0.77,0.77
1082,female,0.77,0.77
1083,male,0.77,0.77
1079,male,0.77,0.77
1085,female,0.77,0.77
1087,female,0.77,0.77
1088,male,0.77,0.77
1080,male,0.77,0.77
1086,male,0.77,0.77
1078,male,0.77,0.77
1072,male,0.77,0.77
1077,female,0.77,0.77
1070,male,0.77,0.77
1069,male,0.77,0.77
1071,female,0.77,0.77
1073,male,0.77,0.77
1074,female,0.77,0.77
1075,female,0.77,0.77
1076,male,0.77,0.77
1096,male,0.76,0.76
1102,male,0.76,0.76
1101,male,0.76,0.76
1100,male,0.76,0.76
1099,male,0.76,0.76
1098,male,0.76,0.76
1097,female,0.76,0.76
1094,female,0.76,0.76
1095,female,0.76,0.76
1093,male,0.76,0.76
1092,female,0.76,0.76
1091,female,0.76,0.76
1090,female,0.76,0.76
1089,male,0.76,0.76
1111,male,0.75,0.75
1118,male,0.75,0.75
1116,female,0.75,0.75
1115,male,0.75,0.75
1114,male,0.75,0.75
1113,male,0.75,0.75
1112,male,0.75,0.75
1117,male,0.75,0.75
1110,male,0.75,0.75
1108,male,0.75,0.75
1107,male,0.75,0.75
1106,female,0.75,0.75
1105,female,0.75,0.75
1103,male,0.75,0.75
1104,male,0.75,0.75
1109,male,0.75,0.75
1123,male,0.74,0.74
1125,female,0.74,0.74
1124,female,0.74,0.74
1120,male,0.74,0.74
1122,male,0.74,0.74
1121,male,0.74,0.74
1119,female,0.74,0.74
1131,male,0.73,0.73
1135,female,0.73,0.73
1134,male,0.73,0.73
1132,female,0.73,0.73
1133,female,0.73,0.73
1130,male,0.73,0.73
1128,female,0.73,0.73
1127,female,0.73,0.73
1126,female,0.73,0.73
1129,male,0.73,0.73
1140,female,0.72,0.72
1142,female,0.72,0.72
1141,female,0.72,0.72
1143,female,0.72,0.72
1139,male,0.72,0.72
1138,male,0.72,0.72
1137,male,0.72,0.72
1136,male,0.72,0.72
1155,female,0.71,0.71
1165,male,0.71,0.71
1164,male,0.71,0.71
1163,male,0.71,0.71
1162,male,0.71,0.71
1161,male,0.71,0.71
1160,female,0.71,0.71
1159,female,0.71,0.71
