doc_id,D,sex,score_x,score_y
1901,1901,female,0.74447,0.74447
1904,1904,female,0.74427,0.74427
1906,1906,female,0.74427,0.74427
1907,1907,female,0.74413,0.74413
1908,1908,female,0.74413,0.74413
1909,1909,female,0.74399,0.74399
1911,1911,female,0.74394,0.74394
1913,1913,female,0.74389,0.74389
1922,1921,female,0.74341,0.74341
1927,1927,female,0.74313,0.74313
1932,1931,female,0.74298,0.74298
1933,1933,female,0.74294,0.74294
1934,1934,female,0.74294,0.74294
1935,1935,female,0.74289,0.74289
1937,1937,female,0.74279,0.74279
1939,1939,female,0.74265,0.74265
1941,1941,female,0.74255,0.74255
1942,1944,female,0.74251,0.74251
1943,1942,female,0.74251,0.74251
1944,1943,male,0.74251,0.74251
1945,1946,female,0.74241,0.74241
1946,1945,male,0.74241,0.74241
1948,1948,female,0.74231,0.74231
1950,1951,female,0.74222,0.74222
1951,1949,female,0.74222,0.74222
1953,1953,female,0.74217,0.74217
1955,1955,female,0.74184,0.74184
1956,1956,female,0.74174,0.74174
1961,1963,male,0.74136,0.74136
1962,1961,female,0.74136,0.74136
1964,1964,female,0.74131,0.74131
1974,1974,female,0.74083,0.74083
1978,1978,female,0.74079,0.74079
1979,1979,female,0.74069,0.74069
1982,1981,female,0.74064,0.74064
1984,1984,female,0.7404,0.7404
1985,1985,female,0.74035,0.74035
1987,1987,female,0.74026,0.74026
1991,1991,female,0.74016,0.74016
1992,1992,female,0.74012,0.74012
1993,1993,female,0.74007,0.74007
1995,1995,female,0.74002,0.74002
1997,1997,female,0.73992,0.73992
1998,1998,female,0.73973,0.73973
1999,1999,female,0.73973,0.73973
2000,2000,female,0.73973,0.73973
2004,2005,female,0.73949,0.73949
2005,2004,male,0.73949,0.73949
2007,2007,female,0.7393,0.7393
2008,2008,female,0.73921,0.73921
2009,2009,female,0.73906,0.73906
2010,2010,female,0.73902,0.73902
2011,2011,female,0.73902,0.73902
2015,2017,female,0.73873,0.73873
2016,2015,female,0.73873,0.73873
2017,2016,female,0.73873,0.73873
2021,2021,female,0.73863,0.73863
2022,2022,female,0.73854,0.73854
2023,2023,female,0.73849,0.73849
2024,2024,female,0.73844,0.73844
2026,2026,female,0.73806,0.73806
2027,2027,female,0.73806,0.73806
2028,2028,female,0.73801,0.73801
2030,2030,female,0.73796,0.73796
2031,2031,female,0.73782,0.73782
2032,2032,female,0.73782,0.73782
2033,2033,female,0.73763,0.73763
2034,2034,female,0.73758,0.73758
2035,2035,female,0.7372,0.7372
2037,2037,female,0.73691,0.73691
2040,2040,female,0.73667,0.73667
2043,2043,female,0.73634,0.73634
2044,2044,female,0.73629,0.73629
2045,2047,female,0.73624,0.73624
2046,2048,female,0.73624,0.73624
2047,2045,male,0.73624,0.73624
2048,2046,male,0.73624,0.73624
2049,2049,female,0.73615,0.73615
2060,2060,female,0.73553,0.73553
2062,2062,female,0.73553,0.73553
2063,2063,female,0.73548,0.73548
2065,2064,female,0.73543,0.73543
2067,2068,female,0.73533,0.73533
2068,2067,male,0.73533,0.73533
2069,2069,female,0.73529,0.73529
2070,2070,female,0.73529,0.73529
2071,2071,female,0.735,0.735
2073,2073,female,0.73495,0.73495
2075,2075,female,0.73476,0.73476
2076,2077,female,0.73467,0.73467
2077,2076,female,0.73467,0.73467
2078,2078,female,0.73462,0.73462
2082,2082,female,0.73443,0.73443
2083,2083,female,0.73443,0.73443
2084,2084,female,0.73443,0.73443
2085,2085,female,0.73438,0.73438
2086,2088,female,0.73433,0.73433
2087,2086,female,0.73433,0.73433
2088,2087,male,0.73433,0.73433
2090,2090,female,0.73424,0.73424
2091,2091,female,0.73424,0.73424
2092,2092,female,0.73419,0.73419
2093,2093,female,0.73419,0.73419
2099,2099,female,0.73366,0.73366
2100,2100,female,0.73352,0.73352
2101,2101,female,0.73352,0.73352
2102,2102,female,0.73352,0.73352
2103,2103,female,0.73342,0.73342
2105,2105,female,0.73337,0.73337
2107,2107,female,0.73328,0.73328
2108,2109,male,0.73323,0.73323
2109,2108,female,0.73323,0.73323
2110,2110,female,0.73318,0.73318
2111,2111,female,0.73318,0.73318
2114,2114,female,0.73299,0.73299
2115,2115,female,0.7329,0.7329
2119,2119,female,0.73266,0.73266
2123,2123,female,0.73247,0.73247
2124,2124,female,0.73242,0.73242
2125,2125,female,0.73242,0.73242
2128,2128,female,0.73223,0.73223
2129,2129,female,0.73218,0.73218
2132,2132,female,0.73199,0.73199
2135,2136,female,0.73189,0.73189
2136,2134,male,0.73189,0.73189
2138,2138,female,0.73175,0.73175
2143,2143,female,0.73151,0.73151
2144,2144,female,0.73146,0.73146
2145,2148,female,0.73127,0.73127
2146,2147,female,0.73127,0.73127
2147,2146,male,0.73127,0.73127
2148,2145,female,0.73127,0.73127
2149,2149,female,0.73113,0.73113
2150,2150,female,0.73113,0.73113
2154,2154,female,0.73079,0.73079
2156,2156,female,0.7306,0.7306
2157,2157,female,0.7306,0.7306
2158,2158,female,0.73055,0.73055
2160,2161,female,0.73041,0.73041
2161,2160,female,0.73041,0.73041
2163,2163,female,0.73032,0.73032
2165,2165,female,0.73017,0.73017
2167,2167,male,0.73003,0.73003
2168,2170,male,0.72998,0.72998
2170,2169,female,0.72998,0.72998
2173,2173,female,0.72974,0.72974
2174,2174,female,0.72965,0.72965
2175,2175,female,0.72965,0.72965
2178,2179,male,0.7295,0.7295
2179,2178,female,0.7295,0.7295
2181,2181,female,0.72945,0.72945
2184,2184,female,0.72931,0.72931
2186,2186,male,0.72926,0.72926
2188,2188,male,0.72922,0.72922
2192,2192,female,0.72902,0.72902
2197,2198,female,0.72869,0.72869
2198,2197,male,0.72869,0.72869
2203,2203,female,0.72855,0.72855
2206,2206,female,0.7284,0.7284
2207,2207,female,0.72835,0.72835
2208,2209,female,0.72816,0.72816
2209,2208,female,0.72816,0.72816
2211,2211,female,0.72807,0.72807
2213,2213,female,0.72807,0.72807
2216,2216,female,0.72778,0.72778
2217,2217,female,0.72778,0.72778
2218,2219,female,0.72773,0.72773
2219,2218,female,0.72773,0.72773
2221,2221,female,0.72764,0.72764
2222,2222,female,0.72764,0.72764
2223,2223,female,0.72764,0.72764
2225,2225,female,0.72754,0.72754
2227,2227,female,0.72745,0.72745
2229,2230,female,0.72735,0.72735
2230,2229,male,0.72735,0.72735
2231,2231,female,0.72726,0.72726
2232,2232,female,0.72721,0.72721
2233,2233,female,0.72716,0.72716
2235,2235,female,0.72706,0.72706
2236,2236,female,0.72706,0.72706
2240,2243,female,0.72687,0.72687
2241,2242,female,0.72687,0.72687
2242,2240,female,0.72687,0.72687
2243,2241,male,0.72687,0.72687
2248,2248,female,0.72663,0.72663
2250,2250,female,0.72663,0.72663
2251,2253,female,0.72654,0.72654
2252,2251,female,0.72654,0.72654
2253,2252,female,0.72654,0.72654
2254,2254,female,0.72649,0.72649
2255,2255,male,0.72649,0.72649
2257,2257,female,0.72644,0.72644
2258,2258,female,0.72644,0.72644
2259,2259,male,0.72644,0.72644
2262,2262,female,0.7263,0.7263
2263,2263,female,0.7262,0.7262
2264,2264,female,0.7262,0.7262
2265,2265,female,0.72611,0.72611
2266,2266,female,0.72611,0.72611
2267,2267,female,0.72606,0.72606
2268,2268,female,0.72606,0.72606
2269,2269,female,0.72601,0.72601
2271,2271,female,0.72592,0.72592
2272,2272,female,0.72587,0.72587
2273,2273,female,0.72577,0.72577
2277,2277,female,0.72568,0.72568
2278,2278,female,0.72558,0.72558
2281,2281,female,0.72534,0.72534
2282,2282,female,0.7253,0.7253
2283,2283,female,0.72525,0.72525
2284,2284,female,0.72515,0.72515
2285,2285,female,0.72515,0.72515
2286,2286,female,0.72515,0.72515
2289,2290,female,0.72506,0.72506
2290,2291,female,0.72506,0.72506
2291,2289,male,0.72506,0.72506
2293,2293,female,0.72501,0.72501
2294,2294,male,0.72501,0.72501
2295,2295,female,0.72496,0.72496
2296,2296,female,0.72496,0.72496
2297,2297,male,0.72496,0.72496
2298,2298,female,0.72486,0.72486
2299,2299,female,0.72486,0.72486
2300,2301,male,0.72477,0.72477
2301,2300,female,0.72477,0.72477
2302,2302,female,0.72472,0.72472
2303,2303,female,0.72467,0.72467
2304,2304,female,0.72467,0.72467
2306,2306,female,0.72463,0.72463
2307,2307,female,0.72443,0.72443
2315,2315,female,0.72386,0.72386
2317,2317,female,0.72372,0.72372
2318,2318,female,0.72362,0.72362
2323,2323,female,0.72353,0.72353
2328,2328,female,0.72334,0.72334
2329,2329,female,0.72334,0.72334
2331,2332,female,0.72324,0.72324
2332,2331,female,0.72324,0.72324
2333,2333,female,0.72319,0.72319
2334,2334,female,0.72314,0.72314
2335,2335,female,0.7231,0.7231
2336,2336,female,0.72305,0.72305
2337,2337,female,0.723,0.723
2345,2345,female,0.72252,0.72252
2349,2349,female,0.72238,0.72238
2350,2350,female,0.72233,0.72233
2355,2356,female,0.72214,0.72214
2356,2355,male,0.72214,0.72214
2357,2357,female,0.72209,0.72209
2358,2358,female,0.72209,0.72209
2359,2359,female,0.72209,0.72209
2360,2360,female,0.72204,0.72204
2361,2361,female,0.72204,0.72204
2363,2364,female,0.7219,0.7219
2364,2363,female,0.7219,0.7219
2367,2367,female,0.72171,0.72171
2368,2368,female,0.72157,0.72157
2369,2369,female,0.72157,0.72157
2372,2372,female,0.72142,0.72142
2373,2374,female,0.72137,0.72137
2374,2373,female,0.72137,0.72137
2376,2376,female,0.72123,0.72123
2381,2381,female,0.72114,0.72114
2386,2386,female,0.7209,0.7209
2388,2388,female,0.72075,0.72075
2392,2392,female,0.72037,0.72037
2393,2394,female,0.72028,0.72028
2394,2393,female,0.72028,0.72028
2395,2396,female,0.72023,0.72023
2396,2395,female,0.72023,0.72023
2400,2400,female,0.71989,0.71989
2402,2402,female,0.71985,0.71985
2403,2403,female,0.71985,0.71985
2404,2404,female,0.7198,0.7198
2408,2408,female,0.71956,0.71956
2410,2410,female,0.71946,0.71946
2411,2411,female,0.71941,0.71941
2412,2412,female,0.71941,0.71941
2413,2415,female,0.71937,0.71937
2414,2416,male,0.71937,0.71937
2415,2414,female,0.71937,0.71937
2417,2418,female,0.71932,0.71932
2418,2417,male,0.71932,0.71932
2419,2419,female,0.71927,0.71927
2420,2420,female,0.71922,0.71922
2421,2421,female,0.71922,0.71922
