doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender.1
367,male,2.5,41.0,1.39,1.39,male
363,female,3.6,40.0,1.39,1.39,female
365,female,3.7,47.0,1.39,1.39,female
366,male,3.1,33.0,1.39,1.39,male
374,male,3.4,40.0,1.38,1.38,male
370,male,3.2,37.0,1.38,1.38,male
372,male,3.7,35.0,1.38,1.38,male
368,female,3.4,48.0,1.38,1.38,female
369,female,2.6,36.0,1.38,1.38,female
371,female,3.5,37.0,1.38,1.38,female
373,female,3.5,32.0,1.38,1.38,female
375,female,3.1,32.0,1.38,1.38,female
376,female,3.8,38.0,1.38,1.38,female
382,female,3.0,36.0,1.37,1.37,female
378,female,3.1,36.0,1.37,1.37,female
379,male,3.1,44.0,1.37,1.37,male
377,male,3.8,48.0,1.37,1.37,male
383,male,3.4,43.0,1.37,1.37,male
380,male,2.8,41.0,1.37,1.37,male
385,male,3.2,39.0,1.37,1.37,male
386,male,2.6,43.0,1.37,1.37,male
387,male,3.9,35.0,1.37,1.37,male
388,male,3.4,42.0,1.37,1.37,male
384,male,3.7,30.5,1.37,1.37,male
381,female,3.8,43.0,1.37,1.37,female
389,female,3.6,33.0,1.37,1.37,female
390,female,3.6,43.0,1.36,1.36,female
391,female,3.4,41.0,1.36,1.36,female
392,female,3.2,43.0,1.36,1.36,female
395,male,3.0,43.5,1.36,1.36,male
394,female,2.5,39.0,1.36,1.36,female
393,male,3.1,33.0,1.36,1.36,male
397,female,3.3,33.0,1.36,1.36,female
396,male,3.6,36.5,1.36,1.36,male
398,male,3.6,41.0,1.36,1.36,male
399,male,3.2,41.0,1.36,1.36,male
401,male,3.6,45.0,1.35,1.35,male
400,male,2.9,45.0,1.35,1.35,male
402,female,2.7,33.0,1.35,1.35,female
404,female,3.1,38.0,1.35,1.35,female
403,female,3.9,33.0,1.35,1.35,female
415,male,3.5,40.0,1.34,1.34,male
409,male,3.1,40.0,1.34,1.34,male
406,female,3.5,45.0,1.34,1.34,female
410,male,3.4,36.0,1.34,1.34,male
413,male,2.3,44.0,1.34,1.34,male
408,male,2.8,39.0,1.34,1.34,male
411,female,2.9,36.0,1.34,1.34,female
407,male,3.3,39.0,1.34,1.34,male
414,female,3.4,40.0,1.34,1.34,female
412,female,3.4,40.0,1.34,1.34,female
405,male,3.3,39.0,1.34,1.34,male
422,male,3.3,40.0,1.33,1.33,male
427,male,3.6,48.0,1.33,1.33,male
421,male,3.5,44.0,1.33,1.33,male
416,male,3.1,39.0,1.33,1.33,male
419,female,3.2,35.0,1.33,1.33,female
418,female,3.1,33.0,1.33,1.33,female
417,male,3.5,38.5,1.33,1.33,male
420,female,3.5,40.5,1.33,1.33,female
426,female,3.4,39.0,1.33,1.33,female
423,female,2.6,26.0,1.33,1.33,female
424,female,3.3,40.0,1.33,1.33,female
425,female,3.6,35.0,1.33,1.33,female
429,male,3.2,39.0,1.32,1.32,male
431,male,3.3,35.0,1.32,1.32,male
432,male,3.7,40.0,1.32,1.32,male
433,male,3.9,36.0,1.32,1.32,male
434,male,2.8,47.0,1.32,1.32,male
430,female,3.6,27.0,1.32,1.32,female
435,female,3.5,30.0,1.32,1.32,female
428,male,3.0,43.0,1.32,1.32,male
436,male,3.4,43.0,1.31,1.31,male
444,male,3.2,39.0,1.31,1.31,male
440,male,2.8,35.0,1.31,1.31,male
445,male,2.0,29.0,1.31,1.31,male
439,male,3.5,45.0,1.31,1.31,male
448,male,3.1,40.0,1.31,1.31,male
441,male,3.1,38.0,1.31,1.31,male
443,male,2.9,42.0,1.31,1.31,male
442,female,3.7,39.0,1.31,1.31,female
437,male,4.0,46.0,1.31,1.31,male
446,female,3.1,31.5,1.31,1.31,female
447,female,3.8,37.0,1.31,1.31,female
438,male,3.9,46.0,1.31,1.31,male
455,male,3.0,38.0,1.3,1.3,male
452,female,3.7,36.0,1.3,1.3,female
451,female,2.5,34.5,1.3,1.3,female
454,male,3.4,34.0,1.3,1.3,male
449,female,3.5,36.0,1.3,1.3,female
453,male,3.2,34.5,1.3,1.3,male
450,male,3.0,32.0,1.3,1.3,male
458,male,3.8,42.0,1.29,1.29,male
461,male,2.8,38.0,1.29,1.29,male
457,male,3.1,38.0,1.29,1.29,male
460,male,3.5,45.0,1.29,1.29,male
456,female,4.0,32.0,1.29,1.29,female
459,female,3.1,46.0,1.29,1.29,female
468,male,3.4,37.0,1.28,1.28,male
465,male,3.5,42.0,1.28,1.28,male
463,male,3.7,45.0,1.28,1.28,male
462,male,3.3,43.0,1.28,1.28,male
469,female,3.4,44.0,1.28,1.28,female
466,female,3.4,44.0,1.28,1.28,female
467,male,3.6,34.0,1.28,1.28,male
464,female,4.0,34.0,1.28,1.28,female
474,male,3.8,35.5,1.27,1.27,male
473,male,3.0,30.7,1.27,1.27,male
471,male,2.9,33.0,1.27,1.27,male
470,female,3.7,38.0,1.27,1.27,female
472,male,3.7,29.0,1.27,1.27,male
476,female,3.0,36.5,1.27,1.27,female
477,female,3.6,36.0,1.27,1.27,female
475,female,3.5,44.0,1.27,1.27,female
478,female,2.8,42.0,1.27,1.27,female
486,male,3.5,41.0,1.26,1.26,male
485,male,3.1,34.0,1.26,1.26,male
482,male,3.2,35.0,1.26,1.26,male
483,male,3.5,38.0,1.26,1.26,male
481,male,3.6,44.0,1.26,1.26,male
484,female,4.0,41.0,1.26,1.26,female
480,female,3.7,42.0,1.26,1.26,female
479,female,3.5,31.0,1.26,1.26,female
488,female,3.1,38.0,1.25,1.25,female
491,female,3.7,32.0,1.25,1.25,female
489,male,3.1,39.0,1.25,1.25,male
487,male,3.5,48.0,1.25,1.25,male
490,male,3.7,44.0,1.25,1.25,male
496,female,3.4,37.0,1.24,1.24,female
498,male,4.0,47.0,1.24,1.24,male
497,female,3.1,40.0,1.24,1.24,female
494,female,3.3,45.0,1.24,1.24,female
493,male,3.2,41.0,1.24,1.24,male
492,female,3.3,29.5,1.24,1.24,female
495,male,3.0,31.0,1.24,1.24,male
501,male,2.8,42.0,1.23,1.23,male
502,male,2.8,36.0,1.23,1.23,male
505,male,3.5,42.0,1.23,1.23,male
508,male,3.2,36.5,1.23,1.23,male
500,male,3.6,43.0,1.23,1.23,male
506,female,3.0,42.0,1.23,1.23,female
499,male,3.6,42.0,1.23,1.23,male
507,female,3.2,33.0,1.23,1.23,female
504,male,2.9,36.0,1.23,1.23,male
503,female,3.2,35.0,1.23,1.23,female
511,female,3.6,34.0,1.22,1.22,female
518,male,3.0,32.0,1.22,1.22,male
510,male,3.7,47.0,1.22,1.22,male
514,female,3.0,41.0,1.22,1.22,female
513,male,3.6,38.0,1.22,1.22,male
516,female,3.6,41.0,1.22,1.22,female
509,male,3.0,35.0,1.22,1.22,male
515,female,3.4,37.0,1.22,1.22,female
517,male,2.9,46.0,1.22,1.22,male
512,female,2.6,40.0,1.22,1.22,female
525,male,3.2,35.0,1.21,1.21,male
529,male,2.8,32.0,1.21,1.21,male
528,male,2.9,44.0,1.21,1.21,male
523,male,2.9,44.0,1.21,1.21,male
527,male,3.7,39.0,1.21,1.21,male
520,male,3.8,48.0,1.21,1.21,male
519,female,2.6,42.0,1.21,1.21,female
526,male,3.5,33.0,1.21,1.21,male
522,female,3.7,41.0,1.21,1.21,female
521,male,3.8,44.0,1.21,1.21,male
530,female,3.6,35.5,1.21,1.21,female
524,female,3.8,40.0,1.21,1.21,female
531,male,3.6,45.0,1.2,1.2,male
532,male,4.0,35.0,1.2,1.2,male
535,male,3.7,48.0,1.2,1.2,male
536,male,4.0,42.0,1.2,1.2,male
537,male,3.7,42.0,1.2,1.2,male
533,female,3.8,33.0,1.2,1.2,female
534,female,3.2,33.0,1.2,1.2,female
550,male,3.5,40.0,1.19,1.19,male
549,male,3.8,41.0,1.19,1.19,male
539,male,3.2,44.0,1.19,1.19,male
541,male,3.4,33.0,1.19,1.19,male
552,male,3.0,35.0,1.19,1.19,male
543,male,2.6,33.0,1.19,1.19,male
545,female,3.5,34.0,1.19,1.19,female
547,female,3.8,38.0,1.19,1.19,female
553,female,3.4,38.0,1.19,1.19,female
546,female,3.6,39.0,1.19,1.19,female
544,female,3.4,35.0,1.19,1.19,female
538,female,3.6,40.0,1.19,1.19,female
551,female,3.3,39.0,1.19,1.19,female
540,female,3.2,40.0,1.19,1.19,female
548,female,3.5,39.0,1.19,1.19,female
542,female,3.5,36.0,1.19,1.19,female
554,male,3.6,36.0,1.18,1.18,male
555,male,2.7,32.0,1.18,1.18,male
558,male,3.5,40.0,1.18,1.18,male
556,male,2.7,47.0,1.18,1.18,male
557,female,3.8,34.0,1.18,1.18,female
559,female,2.7,37.5,1.18,1.18,female
560,male,3.1,35.0,1.17,1.17,male
567,female,3.7,47.0,1.17,1.17,female
563,male,3.4,31.0,1.17,1.17,male
566,male,3.4,41.0,1.17,1.17,male
564,male,3.0,41.0,1.17,1.17,male
561,male,3.2,34.0,1.17,1.17,male
562,female,3.2,39.0,1.17,1.17,female
565,female,3.7,41.0,1.17,1.17,female
570,male,3.6,37.0,1.16,1.16,male
578,male,2.8,28.0,1.16,1.16,male
569,male,3.8,44.0,1.16,1.16,male
575,male,3.6,45.0,1.16,1.16,male
568,male,3.2,36.0,1.16,1.16,male
576,male,2.6,34.0,1.16,1.16,male
573,male,3.3,28.0,1.16,1.16,male
571,female,2.8,40.0,1.16,1.16,female
572,female,3.3,40.0,1.16,1.16,female
574,female,3.3,37.0,1.16,1.16,female
577,female,3.6,41.0,1.16,1.16,female
579,male,2.9,36.0,1.15,1.15,male
580,male,3.1,34.0,1.15,1.15,male
581,male,2.4,36.5,1.15,1.15,male
585,male,3.3,37.5,1.15,1.15,male
586,male,3.0,36.0,1.15,1.15,male
583,male,3.7,47.0,1.15,1.15,male
582,male,2.7,38.0,1.15,1.15,male
584,female,3.2,38.0,1.15,1.15,female
590,female,3.8,43.0,1.14,1.14,female
589,female,3.9,39.0,1.14,1.14,female
587,male,2.3,35.5,1.14,1.14,male
588,male,3.6,42.0,1.14,1.14,male
593,male,3.7,41.0,1.14,1.14,male
594,male,3.2,37.0,1.14,1.14,male
591,male,3.5,34.0,1.14,1.14,male
595,female,3.4,37.0,1.14,1.14,female
592,female,2.9,28.0,1.14,1.14,female
602,male,3.0,36.0,1.13,1.13,male
599,male,2.6,42.0,1.13,1.13,male
598,male,3.3,43.0,1.13,1.13,male
597,male,3.0,41.0,1.13,1.13,male
605,male,3.5,42.0,1.13,1.13,male
604,male,3.1,31.0,1.13,1.13,male
603,female,3.3,45.0,1.13,1.13,female
596,female,3.6,33.0,1.13,1.13,female
600,female,3.6,37.0,1.13,1.13,female
601,female,3.5,42.0,1.13,1.13,female
608,male,3.1,34.0,1.12,1.12,male
612,male,2.8,35.0,1.12,1.12,male
610,female,3.7,33.0,1.12,1.12,female
609,female,3.5,32.0,1.12,1.12,female
606,male,3.2,39.0,1.12,1.12,male
614,male,3.3,42.0,1.12,1.12,male
607,male,3.2,36.5,1.12,1.12,male
613,male,3.8,45.0,1.12,1.12,male
611,male,3.7,46.0,1.12,1.12,male
622,female,2.4,46.0,1.11,1.11,female
620,male,3.3,30.0,1.11,1.11,male
618,male,3.4,44.0,1.11,1.11,male
617,male,2.9,43.0,1.11,1.11,male
623,female,3.2,37.0,1.11,1.11,female
624,female,3.3,40.0,1.11,1.11,female
621,female,3.6,43.0,1.11,1.11,female
619,female,3.9,34.7,1.11,1.11,female
616,female,3.3,37.0,1.11,1.11,female
615,female,3.2,37.0,1.11,1.11,female
637,female,3.0,38.0,1.1,1.1,female
626,female,2.9,39.0,1.1,1.1,female
633,male,3.0,44.0,1.1,1.1,male
635,male,3.6,39.0,1.1,1.1,male
636,male,3.1,36.0,1.1,1.1,male
632,female,3.4,36.0,1.1,1.1,female
631,male,2.4,33.0,1.1,1.1,male
634,female,2.9,32.0,1.1,1.1,female
630,male,2.8,31.0,1.1,1.1,male
