doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender
369,female,2.6,36.0,1.38,1.38,female
352,male,2.8,40.0,1.41,1.41,male
357,male,4.0,37.0,1.4,1.4,male
368,female,3.4,48.0,1.38,1.38,female
359,male,3.1,44.0,1.4,1.4,male
389,female,3.6,33.0,1.37,1.37,female
360,male,3.8,37.0,1.4,1.4,male
382,female,3.0,36.0,1.37,1.37,female
362,male,4.0,45.0,1.4,1.4,male
378,female,3.1,36.0,1.37,1.37,female
366,male,3.1,33.0,1.39,1.39,male
367,male,2.5,41.0,1.39,1.39,male
381,female,3.8,43.0,1.37,1.37,female
364,male,3.3,41.0,1.39,1.39,male
397,female,3.3,33.0,1.36,1.36,female
372,male,3.7,35.0,1.38,1.38,male
394,female,2.5,39.0,1.36,1.36,female
374,male,3.4,40.0,1.38,1.38,male
370,male,3.2,37.0,1.38,1.38,male
392,female,3.2,43.0,1.36,1.36,female
384,male,3.7,30.5,1.37,1.37,male
391,female,3.4,41.0,1.36,1.36,female
388,male,3.4,42.0,1.37,1.37,male
390,female,3.6,43.0,1.36,1.36,female
387,male,3.9,35.0,1.37,1.37,male
402,female,2.7,33.0,1.35,1.35,female
386,male,2.6,43.0,1.37,1.37,male
385,male,3.2,39.0,1.37,1.37,male
403,female,3.9,33.0,1.35,1.35,female
380,male,2.8,41.0,1.37,1.37,male
404,female,3.1,38.0,1.35,1.35,female
383,male,3.4,43.0,1.37,1.37,male
414,female,3.4,40.0,1.34,1.34,female
377,male,3.8,48.0,1.37,1.37,male
412,female,3.4,40.0,1.34,1.34,female
379,male,3.1,44.0,1.37,1.37,male
399,male,3.2,41.0,1.36,1.36,male
411,female,2.9,36.0,1.34,1.34,female
395,male,3.0,43.5,1.36,1.36,male
406,female,3.5,45.0,1.34,1.34,female
398,male,3.6,41.0,1.36,1.36,male
425,female,3.6,35.0,1.33,1.33,female
396,male,3.6,36.5,1.36,1.36,male
424,female,3.3,40.0,1.33,1.33,female
393,male,3.1,33.0,1.36,1.36,male
400,male,2.9,45.0,1.35,1.35,male
423,female,2.6,26.0,1.33,1.33,female
401,male,3.6,45.0,1.35,1.35,male
426,female,3.4,39.0,1.33,1.33,female
415,male,3.5,40.0,1.34,1.34,male
420,female,3.5,40.5,1.33,1.33,female
413,male,2.3,44.0,1.34,1.34,male
410,male,3.4,36.0,1.34,1.34,male
419,female,3.2,35.0,1.33,1.33,female
409,male,3.1,40.0,1.34,1.34,male
418,female,3.1,33.0,1.33,1.33,female
407,male,3.3,39.0,1.34,1.34,male
435,female,3.5,30.0,1.32,1.32,female
405,male,3.3,39.0,1.34,1.34,male
430,female,3.6,27.0,1.32,1.32,female
408,male,2.8,39.0,1.34,1.34,male
422,male,3.3,40.0,1.33,1.33,male
447,female,3.8,37.0,1.31,1.31,female
427,male,3.6,48.0,1.33,1.33,male
446,female,3.1,31.5,1.31,1.31,female
421,male,3.5,44.0,1.33,1.33,male
442,female,3.7,39.0,1.31,1.31,female
416,male,3.1,39.0,1.33,1.33,male
449,female,3.5,36.0,1.3,1.3,female
417,male,3.5,38.5,1.33,1.33,male
434,male,2.8,47.0,1.32,1.32,male
451,female,2.5,34.5,1.3,1.3,female
433,male,3.9,36.0,1.32,1.32,male
452,female,3.7,36.0,1.3,1.3,female
432,male,3.7,40.0,1.32,1.32,male
459,female,3.1,46.0,1.29,1.29,female
431,male,3.3,35.0,1.32,1.32,male
456,female,4.0,32.0,1.29,1.29,female
429,male,3.2,39.0,1.32,1.32,male
428,male,3.0,43.0,1.32,1.32,male
464,female,4.0,34.0,1.28,1.28,female
443,male,2.9,42.0,1.31,1.31,male
466,female,3.4,44.0,1.28,1.28,female
448,male,3.1,40.0,1.31,1.31,male
469,female,3.4,44.0,1.28,1.28,female
445,male,2.0,29.0,1.31,1.31,male
444,male,3.2,39.0,1.31,1.31,male
476,female,3.0,36.5,1.27,1.27,female
436,male,3.4,43.0,1.31,1.31,male
477,female,3.6,36.0,1.27,1.27,female
440,male,2.8,35.0,1.31,1.31,male
475,female,3.5,44.0,1.27,1.27,female
439,male,3.5,45.0,1.31,1.31,male
478,female,2.8,42.0,1.27,1.27,female
438,male,3.9,46.0,1.31,1.31,male
437,male,4.0,46.0,1.31,1.31,male
470,female,3.7,38.0,1.27,1.27,female
441,male,3.1,38.0,1.31,1.31,male
484,female,4.0,41.0,1.26,1.26,female
450,male,3.0,32.0,1.3,1.3,male
480,female,3.7,42.0,1.26,1.26,female
453,male,3.2,34.5,1.3,1.3,male
479,female,3.5,31.0,1.26,1.26,female
454,male,3.4,34.0,1.3,1.3,male
455,male,3.0,38.0,1.3,1.3,male
488,female,3.1,38.0,1.25,1.25,female
461,male,2.8,38.0,1.29,1.29,male
491,female,3.7,32.0,1.25,1.25,female
460,male,3.5,45.0,1.29,1.29,male
496,female,3.4,37.0,1.24,1.24,female
458,male,3.8,42.0,1.29,1.29,male
457,male,3.1,38.0,1.29,1.29,male
497,female,3.1,40.0,1.24,1.24,female
462,male,3.3,43.0,1.28,1.28,male
494,female,3.3,45.0,1.24,1.24,female
463,male,3.7,45.0,1.28,1.28,male
492,female,3.3,29.5,1.24,1.24,female
465,male,3.5,42.0,1.28,1.28,male
507,female,3.2,33.0,1.23,1.23,female
467,male,3.6,34.0,1.28,1.28,male
468,male,3.4,37.0,1.28,1.28,male
506,female,3.0,42.0,1.23,1.23,female
474,male,3.8,35.5,1.27,1.27,male
503,female,3.2,35.0,1.23,1.23,female
473,male,3.0,30.7,1.27,1.27,male
514,female,3.0,41.0,1.22,1.22,female
471,male,2.9,33.0,1.27,1.27,male
516,female,3.6,41.0,1.22,1.22,female
472,male,3.7,29.0,1.27,1.27,male
483,male,3.5,38.0,1.26,1.26,male
515,female,3.4,37.0,1.22,1.22,female
486,male,3.5,41.0,1.26,1.26,male
511,female,3.6,34.0,1.22,1.22,female
485,male,3.1,34.0,1.26,1.26,male
512,female,2.6,40.0,1.22,1.22,female
482,male,3.2,35.0,1.26,1.26,male
530,female,3.6,35.5,1.21,1.21,female
481,male,3.6,44.0,1.26,1.26,male
487,male,3.5,48.0,1.25,1.25,male
524,female,3.8,40.0,1.21,1.21,female
489,male,3.1,39.0,1.25,1.25,male
522,female,3.7,41.0,1.21,1.21,female
490,male,3.7,44.0,1.25,1.25,male
519,female,2.6,42.0,1.21,1.21,female
498,male,4.0,47.0,1.24,1.24,male
495,male,3.0,31.0,1.24,1.24,male
534,female,3.2,33.0,1.2,1.2,female
493,male,3.2,41.0,1.24,1.24,male
533,female,3.8,33.0,1.2,1.2,female
504,male,2.9,36.0,1.23,1.23,male
546,female,3.6,39.0,1.19,1.19,female
508,male,3.2,36.5,1.23,1.23,male
553,female,3.4,38.0,1.19,1.19,female
505,male,3.5,42.0,1.23,1.23,male
502,male,2.8,36.0,1.23,1.23,male
551,female,3.3,39.0,1.19,1.19,female
501,male,2.8,42.0,1.23,1.23,male
548,female,3.5,39.0,1.19,1.19,female
500,male,3.6,43.0,1.23,1.23,male
547,female,3.8,38.0,1.19,1.19,female
499,male,3.6,42.0,1.23,1.23,male
545,female,3.5,34.0,1.19,1.19,female
518,male,3.0,32.0,1.22,1.22,male
517,male,2.9,46.0,1.22,1.22,male
542,female,3.5,36.0,1.19,1.19,female
510,male,3.7,47.0,1.22,1.22,male
540,female,3.2,40.0,1.19,1.19,female
513,male,3.6,38.0,1.22,1.22,male
538,female,3.6,40.0,1.19,1.19,female
509,male,3.0,35.0,1.22,1.22,male
544,female,3.4,35.0,1.19,1.19,female
525,male,3.2,35.0,1.21,1.21,male
529,male,2.8,32.0,1.21,1.21,male
557,female,3.8,34.0,1.18,1.18,female
528,male,2.9,44.0,1.21,1.21,male
559,female,2.7,37.5,1.18,1.18,female
527,male,3.7,39.0,1.21,1.21,male
567,female,3.7,47.0,1.17,1.17,female
526,male,3.5,33.0,1.21,1.21,male
521,male,3.8,44.0,1.21,1.21,male
565,female,3.7,41.0,1.17,1.17,female
520,male,3.8,48.0,1.21,1.21,male
562,female,3.2,39.0,1.17,1.17,female
523,male,2.9,44.0,1.21,1.21,male
577,female,3.6,41.0,1.16,1.16,female
537,male,3.7,42.0,1.2,1.2,male
574,female,3.3,37.0,1.16,1.16,female
536,male,4.0,42.0,1.2,1.2,male
535,male,3.7,48.0,1.2,1.2,male
572,female,3.3,40.0,1.16,1.16,female
532,male,4.0,35.0,1.2,1.2,male
571,female,2.8,40.0,1.16,1.16,female
531,male,3.6,45.0,1.2,1.2,male
584,female,3.2,38.0,1.15,1.15,female
552,male,3.0,35.0,1.19,1.19,male
595,female,3.4,37.0,1.14,1.14,female
550,male,3.5,40.0,1.19,1.19,male
549,male,3.8,41.0,1.19,1.19,male
592,female,2.9,28.0,1.14,1.14,female
539,male,3.2,44.0,1.19,1.19,male
590,female,3.8,43.0,1.14,1.14,female
543,male,2.6,33.0,1.19,1.19,male
589,female,3.9,39.0,1.14,1.14,female
541,male,3.4,33.0,1.19,1.19,male
603,female,3.3,45.0,1.13,1.13,female
558,male,3.5,40.0,1.18,1.18,male
555,male,2.7,32.0,1.18,1.18,male
601,female,3.5,42.0,1.13,1.13,female
556,male,2.7,47.0,1.18,1.18,male
600,female,3.6,37.0,1.13,1.13,female
554,male,3.6,36.0,1.18,1.18,male
596,female,3.6,33.0,1.13,1.13,female
564,male,3.0,41.0,1.17,1.17,male
566,male,3.4,41.0,1.17,1.17,male
609,female,3.5,32.0,1.12,1.12,female
560,male,3.1,35.0,1.17,1.17,male
610,female,3.7,33.0,1.12,1.12,female
563,male,3.4,31.0,1.17,1.17,male
624,female,3.3,40.0,1.11,1.11,female
561,male,3.2,34.0,1.17,1.17,male
623,female,3.2,37.0,1.11,1.11,female
573,male,3.3,28.0,1.16,1.16,male
576,male,2.6,34.0,1.16,1.16,male
622,female,2.4,46.0,1.11,1.11,female
575,male,3.6,45.0,1.16,1.16,male
621,female,3.6,43.0,1.11,1.11,female
578,male,2.8,28.0,1.16,1.16,male
619,female,3.9,34.7,1.11,1.11,female
569,male,3.8,44.0,1.16,1.16,male
616,female,3.3,37.0,1.11,1.11,female
568,male,3.2,36.0,1.16,1.16,male
570,male,3.6,37.0,1.16,1.16,male
615,female,3.2,37.0,1.11,1.11,female
579,male,2.9,36.0,1.15,1.15,male
632,female,3.4,36.0,1.1,1.1,female
580,male,3.1,34.0,1.15,1.15,male
637,female,3.0,38.0,1.1,1.1,female
581,male,2.4,36.5,1.15,1.15,male
583,male,3.7,47.0,1.15,1.15,male
634,female,2.9,32.0,1.1,1.1,female
585,male,3.3,37.5,1.15,1.15,male
626,female,2.9,39.0,1.1,1.1,female
586,male,3.0,36.0,1.15,1.15,male
629,female,3.6,33.0,1.1,1.1,female
582,male,2.7,38.0,1.15,1.15,male
628,female,2.4,32.0,1.1,1.1,female
591,male,3.5,34.0,1.14,1.14,male
594,male,3.2,37.0,1.14,1.14,male
627,female,3.4,36.0,1.1,1.1,female
593,male,3.7,41.0,1.14,1.14,male
625,female,3.4,35.0,1.1,1.1,female
588,male,3.6,42.0,1.14,1.14,male
646,female,3.1,35.0,1.09,1.09,female
587,male,2.3,35.5,1.14,1.14,male
645,female,2.9,41.0,1.09,1.09,female
605,male,3.5,42.0,1.13,1.13,male
604,male,3.1,31.0,1.13,1.13,male
644,female,3.6,32.0,1.09,1.09,female
602,male,3.0,36.0,1.13,1.13,male
641,female,3.0,28.0,1.09,1.09,female
599,male,2.6,42.0,1.13,1.13,male
642,female,3.6,41.0,1.09,1.09,female
598,male,3.3,43.0,1.13,1.13,male
640,female,3.2,42.0,1.09,1.09,female
597,male,3.0,41.0,1.13,1.13,male
611,male,3.7,46.0,1.12,1.12,male
655,female,3.1,33.0,1.08,1.08,female
614,male,3.3,42.0,1.12,1.12,male
663,female,3.3,43.0,1.08,1.08,female
613,male,3.8,45.0,1.12,1.12,male
