doc_id,Gender,predictions,GT_score,Gender.1
142,male,0.87618,0.87618,male
143,male,0.87599,0.87599,male
144,male,0.87584,0.87584,male
146,male,0.87575,0.87575,male
145,male,0.87575,0.87575,male
147,male,0.8757,0.8757,male
148,male,0.87536,0.87536,male
149,female,0.87517,0.87517,female
150,male,0.87489,0.87489,male
151,male,0.87431,0.87431,male
152,male,0.87403,0.87403,male
153,male,0.87393,0.87393,male
154,male,0.87388,0.87388,male
155,male,0.8736,0.8736,male
156,male,0.87336,0.87336,male
157,male,0.87302,0.87302,male
158,male,0.87278,0.87278,male
159,male,0.87274,0.87274,male
160,male,0.87269,0.87269,male
161,male,0.8725,0.8725,male
162,male,0.87235,0.87235,male
163,male,0.87235,0.87235,male
164,male,0.87197,0.87197,male
165,male,0.87187,0.87187,male
166,male,0.87173,0.87173,male
167,male,0.87164,0.87164,male
168,male,0.87149,0.87149,male
169,male,0.8714,0.8714,male
170,male,0.8714,0.8714,male
171,male,0.87101,0.87101,male
172,male,0.87082,0.87082,male
173,male,0.87015,0.87015,male
174,male,0.87001,0.87001,male
175,male,0.86948,0.86948,male
176,male,0.86934,0.86934,male
177,male,0.86934,0.86934,male
178,male,0.86905,0.86905,male
179,male,0.86896,0.86896,male
180,male,0.86886,0.86886,male
181,male,0.86881,0.86881,male
182,male,0.86843,0.86843,male
183,male,0.86838,0.86838,male
184,male,0.86819,0.86819,male
185,male,0.86819,0.86819,male
186,male,0.8681,0.8681,male
187,male,0.86805,0.86805,male
188,male,0.86786,0.86786,male
189,male,0.86714,0.86714,male
190,male,0.86705,0.86705,male
191,female,0.867,0.867,female
192,male,0.86681,0.86681,male
193,male,0.86666,0.86666,male
194,male,0.86652,0.86652,male
195,male,0.86638,0.86638,male
196,male,0.86609,0.86609,male
197,male,0.86609,0.86609,male
198,male,0.86576,0.86576,male
199,male,0.86566,0.86566,male
200,male,0.86542,0.86542,male
202,male,0.86528,0.86528,male
201,male,0.86528,0.86528,male
203,male,0.86518,0.86518,male
204,male,0.86513,0.86513,male
205,male,0.86504,0.86504,male
209,male,0.86499,0.86499,male
207,male,0.86499,0.86499,male
206,male,0.86499,0.86499,male
208,female,0.86499,0.86499,female
210,male,0.86494,0.86494,male
211,male,0.86489,0.86489,male
212,male,0.86432,0.86432,male
213,male,0.86399,0.86399,male
214,male,0.86375,0.86375,male
215,male,0.86375,0.86375,male
216,male,0.86365,0.86365,male
217,male,0.86351,0.86351,male
218,male,0.86346,0.86346,male
219,male,0.86332,0.86332,male
220,male,0.86327,0.86327,male
221,male,0.86322,0.86322,male
222,male,0.86317,0.86317,male
223,male,0.86308,0.86308,male
224,male,0.86298,0.86298,male
225,male,0.86298,0.86298,male
226,female,0.86284,0.86284,female
227,female,0.86246,0.86246,female
229,female,0.86222,0.86222,female
228,male,0.86222,0.86222,male
230,male,0.86217,0.86217,male
231,male,0.86193,0.86193,male
232,male,0.86188,0.86188,male
234,female,0.86179,0.86179,female
233,male,0.86179,0.86179,male
235,male,0.86174,0.86174,male
236,male,0.86169,0.86169,male
237,male,0.86164,0.86164,male
238,male,0.8616,0.8616,male
239,male,0.8616,0.8616,male
240,male,0.86155,0.86155,male
241,male,0.86131,0.86131,male
242,male,0.86121,0.86121,male
243,male,0.86069,0.86069,male
244,male,0.86059,0.86059,male
245,male,0.86054,0.86054,male
246,male,0.8605,0.8605,male
247,male,0.86045,0.86045,male
248,male,0.8604,0.8604,male
249,male,0.86035,0.86035,male
250,male,0.86026,0.86026,male
251,male,0.86021,0.86021,male
252,male,0.85992,0.85992,male
253,male,0.85973,0.85973,male
254,male,0.85916,0.85916,male
255,female,0.85901,0.85901,female
256,male,0.85897,0.85897,male
257,male,0.85868,0.85868,male
258,male,0.85858,0.85858,male
259,male,0.85849,0.85849,male
260,male,0.85839,0.85839,male
261,female,0.85834,0.85834,female
262,male,0.8583,0.8583,male
263,male,0.85806,0.85806,male
264,male,0.85796,0.85796,male
265,male,0.85791,0.85791,male
266,male,0.85787,0.85787,male
267,male,0.85777,0.85777,male
268,male,0.85758,0.85758,male
269,female,0.85744,0.85744,female
270,male,0.85739,0.85739,male
271,male,0.8571,0.8571,male
272,male,0.85705,0.85705,male
273,male,0.85705,0.85705,male
274,male,0.85662,0.85662,male
275,male,0.85648,0.85648,male
276,male,0.85648,0.85648,male
277,male,0.85643,0.85643,male
278,male,0.85624,0.85624,male
281,male,0.85615,0.85615,male
280,female,0.85615,0.85615,female
279,male,0.85615,0.85615,male
282,male,0.8561,0.8561,male
283,male,0.85605,0.85605,male
284,male,0.856,0.856,male
285,female,0.85591,0.85591,female
286,male,0.85581,0.85581,male
287,male,0.85576,0.85576,male
288,male,0.85519,0.85519,male
289,male,0.85495,0.85495,male
290,female,0.8549,0.8549,female
291,male,0.85485,0.85485,male
292,male,0.85485,0.85485,male
294,male,0.85466,0.85466,male
293,male,0.85466,0.85466,male
295,male,0.85447,0.85447,male
296,male,0.85442,0.85442,male
297,male,0.85438,0.85438,male
298,male,0.85414,0.85414,male
299,female,0.85385,0.85385,female
300,male,0.85356,0.85356,male
301,male,0.85328,0.85328,male
302,male,0.85323,0.85323,male
303,male,0.85323,0.85323,male
304,male,0.85313,0.85313,male
305,male,0.85304,0.85304,male
306,male,0.85299,0.85299,male
307,male,0.85294,0.85294,male
308,male,0.85275,0.85275,male
309,female,0.85266,0.85266,female
310,male,0.85237,0.85237,male
311,male,0.85232,0.85232,male
312,male,0.85213,0.85213,male
313,male,0.85203,0.85203,male
314,male,0.85199,0.85199,male
315,female,0.85189,0.85189,female
316,male,0.8516,0.8516,male
317,male,0.85156,0.85156,male
318,female,0.85141,0.85141,female
319,male,0.85117,0.85117,male
320,male,0.8506,0.8506,male
321,male,0.85041,0.85041,male
322,male,0.85036,0.85036,male
323,male,0.85017,0.85017,male
324,female,0.85007,0.85007,female
325,male,0.85003,0.85003,male
326,male,0.84984,0.84984,male
327,male,0.84969,0.84969,male
328,male,0.84955,0.84955,male
329,male,0.84931,0.84931,male
330,male,0.84912,0.84912,male
331,male,0.84907,0.84907,male
332,male,0.84897,0.84897,male
333,male,0.84888,0.84888,male
334,male,0.84878,0.84878,male
335,male,0.84869,0.84869,male
336,male,0.84869,0.84869,male
338,male,0.84864,0.84864,male
337,male,0.84864,0.84864,male
339,male,0.84821,0.84821,male
340,male,0.84807,0.84807,male
342,male,0.84797,0.84797,male
341,male,0.84797,0.84797,male
343,male,0.84783,0.84783,male
344,male,0.84764,0.84764,male
345,male,0.84749,0.84749,male
346,male,0.8473,0.8473,male
347,male,0.84725,0.84725,male
348,male,0.84706,0.84706,male
349,male,0.84697,0.84697,male
351,male,0.84658,0.84658,male
350,male,0.84658,0.84658,male
352,male,0.84635,0.84635,male
353,male,0.84611,0.84611,male
354,male,0.84606,0.84606,male
355,male,0.84596,0.84596,male
356,male,0.84572,0.84572,male
357,male,0.84568,0.84568,male
358,male,0.84544,0.84544,male
359,male,0.84529,0.84529,male
360,male,0.84525,0.84525,male
361,female,0.8452,0.8452,female
362,male,0.84505,0.84505,male
363,male,0.84501,0.84501,male
365,male,0.84467,0.84467,male
364,male,0.84467,0.84467,male
367,male,0.84453,0.84453,male
366,male,0.84453,0.84453,male
368,male,0.84448,0.84448,male
369,male,0.84443,0.84443,male
370,male,0.84438,0.84438,male
371,female,0.84429,0.84429,female
372,male,0.84419,0.84419,male
373,male,0.84395,0.84395,male
374,female,0.84391,0.84391,female
375,female,0.84381,0.84381,female
376,female,0.84376,0.84376,female
377,male,0.84367,0.84367,male
379,male,0.84343,0.84343,male
378,male,0.84343,0.84343,male
381,male,0.84333,0.84333,male
380,male,0.84333,0.84333,male
382,male,0.84329,0.84329,male
383,male,0.84324,0.84324,male
384,male,0.84324,0.84324,male
385,male,0.84309,0.84309,male
386,male,0.84305,0.84305,male
387,male,0.843,0.843,male
388,male,0.84295,0.84295,male
390,male,0.8429,0.8429,male
389,male,0.8429,0.8429,male
391,male,0.84281,0.84281,male
392,male,0.84276,0.84276,male
393,male,0.84257,0.84257,male
394,male,0.84242,0.84242,male
395,male,0.84242,0.84242,male
396,male,0.84238,0.84238,male
397,male,0.84209,0.84209,male
398,male,0.84195,0.84195,male
399,male,0.84176,0.84176,male
400,male,0.84161,0.84161,male
401,male,0.84152,0.84152,male
402,male,0.84147,0.84147,male
403,male,0.84128,0.84128,male
404,male,0.84123,0.84123,male
405,male,0.84118,0.84118,male
406,female,0.84113,0.84113,female
407,male,0.84104,0.84104,male
408,female,0.84099,0.84099,female
409,male,0.84089,0.84089,male
410,female,0.84075,0.84075,female
411,male,0.84066,0.84066,male
412,male,0.84061,0.84061,male
413,male,0.84051,0.84051,male
414,male,0.84046,0.84046,male
415,male,0.84037,0.84037,male
417,male,0.84032,0.84032,male
416,male,0.84032,0.84032,male
418,male,0.84027,0.84027,male
419,female,0.84023,0.84023,female
420,male,0.84018,0.84018,male
421,male,0.84013,0.84013,male
422,male,0.84008,0.84008,male
423,male,0.83999,0.83999,male
424,male,0.83994,0.83994,male
425,male,0.8398,0.8398,male
426,male,0.83975,0.83975,male
427,male,0.83956,0.83956,male
428,male,0.83956,0.83956,male
429,male,0.83951,0.83951,male
430,male,0.83941,0.83941,male
431,male,0.83937,0.83937,male
432,male,0.83922,0.83922,male
433,male,0.83917,0.83917,male
434,male,0.83913,0.83913,male
435,male,0.83874,0.83874,male
436,male,0.8385,0.8385,male
439,male,0.83836,0.83836,male
438,male,0.83836,0.83836,male
437,male,0.83836,0.83836,male
441,male,0.83817,0.83817,male
440,male,0.83817,0.83817,male
442,male,0.83812,0.83812,male
443,male,0.83803,0.83803,male
444,male,0.83798,0.83798,male
445,male,0.83779,0.83779,male
446,male,0.83774,0.83774,male
448,male,0.83769,0.83769,male
447,male,0.83769,0.83769,male
449,male,0.83745,0.83745,male
450,female,0.83717,0.83717,female
451,male,0.83707,0.83707,male
452,female,0.83702,0.83702,female
454,male,0.83697,0.83697,male
453,female,0.83697,0.83697,female
456,male,0.83693,0.83693,male
455,male,0.83693,0.83693,male
458,female,0.83664,0.83664,female
457,male,0.83664,0.83664,male
459,female,0.83664,0.83664,female
460,male,0.83659,0.83659,male
461,male,0.83654,0.83654,male
462,male,0.83654,0.83654,male
463,male,0.8364,0.8364,male
464,male,0.83616,0.83616,male
465,female,0.83611,0.83611,female
466,male,0.83611,0.83611,male
467,male,0.83583,0.83583,male
468,female,0.83559,0.83559,female
469,female,0.83549,0.83549,female
471,male,0.8354,0.8354,male
470,male,0.8354,0.8354,male
472,male,0.83535,0.83535,male
473,female,0.83525,0.83525,female
474,male,0.83511,0.83511,male
475,male,0.83497,0.83497,male
476,male,0.83497,0.83497,male
478,male,0.83482,0.83482,male
477,female,0.83482,0.83482,female
479,male,0.83473,0.83473,male
480,male,0.83449,0.83449,male
481,male,0.8343,0.8343,male
482,male,0.83406,0.83406,male
484,male,0.83401,0.83401,male
483,male,0.83401,0.83401,male
485,female,0.83387,0.83387,female
486,male,0.83382,0.83382,male
487,female,0.83372,0.83372,female
488,male,0.83368,0.83368,male
489,male,0.83363,0.83363,male
490,male,0.83344,0.83344,male
491,male,0.83339,0.83339,male
492,male,0.83339,0.83339,male
493,male,0.83334,0.83334,male
494,male,0.83334,0.83334,male
495,male,0.83329,0.83329,male
496,male,0.8331,0.8331,male
498,male,0.83305,0.83305,male
497,male,0.83305,0.83305,male
499,male,0.83243,0.83243,male
500,male,0.83234,0.83234,male
502,female,0.8321,0.8321,female
501,male,0.8321,0.8321,male
503,male,0.83205,0.83205,male
504,male,0.83181,0.83181,male
505,male,0.83172,0.83172,male
507,male,0.83167,0.83167,male
506,male,0.83167,0.83167,male
508,male,0.83162,0.83162,male
509,female,0.83148,0.83148,female
511,male,0.83133,0.83133,male
510,male,0.83133,0.83133,male
512,male,0.83129,0.83129,male
513,male,0.83124,0.83124,male
514,male,0.83086,0.83086,male
515,male,0.83081,0.83081,male
516,male,0.83076,0.83076,male
517,male,0.83066,0.83066,male
518,male,0.83062,0.83062,male
519,male,0.83052,0.83052,male
520,male,0.83028,0.83028,male
521,male,0.83014,0.83014,male
522,male,0.83014,0.83014,male
523,male,0.82999,0.82999,male
526,female,0.8298,0.8298,female
524,male,0.8298,0.8298,male
525,male,0.8298,0.8298,male
527,male,0.82971,0.82971,male
528,male,0.82971,0.82971,male
529,female,0.82956,0.82956,female
530,female,0.82952,0.82952,female
531,male,0.82942,0.82942,male
533,male,0.82937,0.82937,male
532,male,0.82937,0.82937,male
535,male,0.82933,0.82933,male
534,female,0.82933,0.82933,female
536,male,0.82928,0.82928,male
537,male,0.82918,0.82918,male
538,female,0.82913,0.82913,female
539,female,0.82913,0.82913,female
540,male,0.82909,0.82909,male
541,male,0.82894,0.82894,male
542,male,0.82894,0.82894,male
543,female,0.8289,0.8289,female
544,male,0.82885,0.82885,male
545,male,0.82885,0.82885,male
546,male,0.82885,0.82885,male
547,male,0.82861,0.82861,male
548,male,0.82856,0.82856,male
549,female,0.82856,0.82856,female
550,male,0.82846,0.82846,male
551,male,0.82842,0.82842,male
552,male,0.82837,0.82837,male
553,male,0.82823,0.82823,male
556,male,0.82818,0.82818,male
555,male,0.82818,0.82818,male
554,male,0.82818,0.82818,male
557,male,0.82813,0.82813,male
558,male,0.82808,0.82808,male
559,male,0.82799,0.82799,male
560,male,0.82794,0.82794,male
561,male,0.82794,0.82794,male
562,male,0.82789,0.82789,male
563,male,0.82775,0.82775,male
564,male,0.8277,0.8277,male
566,female,0.82765,0.82765,female
565,male,0.82765,0.82765,male
567,male,0.8276,0.8276,male
568,male,0.8276,0.8276,male
569,male,0.8276,0.8276,male
570,male,0.82756,0.82756,male
571,male,0.82756,0.82756,male
572,female,0.82746,0.82746,female
573,male,0.82737,0.82737,male
574,male,0.82727,0.82727,male
575,male,0.82727,0.82727,male
576,male,0.82717,0.82717,male
577,male,0.82713,0.82713,male
579,male,0.82703,0.82703,male
578,male,0.82703,0.82703,male
580,male,0.82698,0.82698,male
582,male,0.82694,0.82694,male
581,male,0.82694,0.82694,male
583,male,0.82689,0.82689,male
584,male,0.82684,0.82684,male
585,male,0.82674,0.82674,male
586,male,0.8267,0.8267,male
587,male,0.82665,0.82665,male
589,male,0.8266,0.8266,male
588,male,0.8266,0.8266,male
590,male,0.82631,0.82631,male
591,male,0.82631,0.82631,male
592,male,0.82612,0.82612,male
593,male,0.82612,0.82612,male
594,male,0.82588,0.82588,male
595,male,0.82584,0.82584,male
596,male,0.82574,0.82574,male
597,female,0.82564,0.82564,female
598,male,0.82541,0.82541,male
599,male,0.82531,0.82531,male
600,female,0.82521,0.82521,female
601,male,0.82507,0.82507,male
602,male,0.82502,0.82502,male
603,male,0.82483,0.82483,male
604,male,0.82426,0.82426,male
605,male,0.82416,0.82416,male
606,male,0.82397,0.82397,male
607,male,0.82383,0.82383,male
608,male,0.82368,0.82368,male
609,male,0.82359,0.82359,male
610,male,0.82354,0.82354,male
611,male,0.8233,0.8233,male
612,male,0.82325,0.82325,male
613,male,0.82316,0.82316,male
614,male,0.82301,0.82301,male
616,male,0.82297,0.82297,male
615,male,0.82297,0.82297,male
618,male,0.82278,0.82278,male
617,male,0.82278,0.82278,male
619,female,0.82278,0.82278,female
620,male,0.82273,0.82273,male
621,male,0.82263,0.82263,male
622,male,0.82263,0.82263,male
623,male,0.82249,0.82249,male
624,male,0.82239,0.82239,male
625,male,0.82225,0.82225,male
626,male,0.8222,0.8222,male
627,male,0.8222,0.8222,male
628,male,0.82172,0.82172,male
629,male,0.82168,0.82168,male
630,female,0.82144,0.82144,female
631,female,0.82139,0.82139,female
632,male,0.82134,0.82134,male
633,female,0.82129,0.82129,female
634,male,0.82129,0.82129,male
635,male,0.82125,0.82125,male
636,male,0.82125,0.82125,male
637,male,0.82091,0.82091,male
638,male,0.82091,0.82091,male
639,male,0.82082,0.82082,male
640,female,0.82043,0.82043,female
641,male,0.82039,0.82039,male
642,male,0.82015,0.82015,male
643,female,0.82015,0.82015,female
644,male,0.82,0.82,male
646,male,0.82,0.82,male
645,male,0.82,0.82,male
647,male,0.81996,0.81996,male
648,male,0.81986,0.81986,male
649,female,0.81981,0.81981,female
650,male,0.81976,0.81976,male
651,male,0.81972,0.81972,male
652,female,0.81972,0.81972,female
653,male,0.81957,0.81957,male
654,male,0.81924,0.81924,male
655,male,0.8189,0.8189,male
656,female,0.81876,0.81876,female
657,male,0.81871,0.81871,male
658,male,0.81833,0.81833,male
660,male,0.81823,0.81823,male
659,male,0.81823,0.81823,male
662,male,0.81814,0.81814,male
661,male,0.81814,0.81814,male
663,female,0.81809,0.81809,female
664,male,0.8179,0.8179,male
665,male,0.8179,0.8179,male
666,male,0.8178,0.8178,male
667,male,0.81776,0.81776,male
668,male,0.81776,0.81776,male
669,male,0.81766,0.81766,male
670,male,0.81761,0.81761,male
671,male,0.81761,0.81761,male
672,male,0.81752,0.81752,male
673,male,0.81742,0.81742,male
675,male,0.81737,0.81737,male
674,male,0.81737,0.81737,male
677,female,0.81733,0.81733,female
676,male,0.81733,0.81733,male
679,female,0.81709,0.81709,female
678,male,0.81709,0.81709,male
680,male,0.81709,0.81709,male
681,male,0.81704,0.81704,male
682,male,0.81699,0.81699,male
683,male,0.8169,0.8169,male
684,male,0.81685,0.81685,male
685,male,0.8168,0.8168,male
687,male,0.8168,0.8168,male
686,male,0.8168,0.8168,male
688,male,0.81675,0.81675,male
689,male,0.81651,0.81651,male
691,female,0.81637,0.81637,female
690,male,0.81637,0.81637,male
692,male,0.81623,0.81623,male
694,male,0.81618,0.81618,male
695,male,0.81618,0.81618,male
693,male,0.81618,0.81618,male
697,male,0.81608,0.81608,male
696,male,0.81608,0.81608,male
698,male,0.81599,0.81599,male
700,male,0.8157,0.8157,male
699,male,0.8157,0.8157,male
701,female,0.81565,0.81565,female
702,female,0.8156,0.8156,female
703,male,0.81546,0.81546,male
704,male,0.81541,0.81541,male
705,male,0.81541,0.81541,male
707,male,0.81532,0.81532,male
706,female,0.81532,0.81532,female
708,male,0.81513,0.81513,male
709,male,0.81513,0.81513,male
710,male,0.81503,0.81503,male
711,male,0.81498,0.81498,male
712,male,0.81494,0.81494,male
713,male,0.81489,0.81489,male
714,male,0.8147,0.8147,male
715,male,0.8147,0.8147,male
716,male,0.8146,0.8146,male
717,male,0.81427,0.81427,male
718,male,0.81412,0.81412,male
719,male,0.81407,0.81407,male
720,male,0.81407,0.81407,male
721,female,0.81403,0.81403,female
722,male,0.81398,0.81398,male
723,male,0.81393,0.81393,male
724,male,0.81388,0.81388,male
725,female,0.81374,0.81374,female
726,male,0.81364,0.81364,male
727,male,0.8135,0.8135,male
728,male,0.8135,0.8135,male
729,male,0.8135,0.8135,male
730,male,0.81345,0.81345,male
731,male,0.81345,0.81345,male
732,female,0.81341,0.81341,female
733,male,0.81336,0.81336,male
734,male,0.81312,0.81312,male
735,male,0.81307,0.81307,male
736,male,0.81302,0.81302,male
738,female,0.81302,0.81302,female
737,male,0.81302,0.81302,male
739,male,0.81298,0.81298,male
740,female,0.81293,0.81293,female
741,male,0.81288,0.81288,male
743,male,0.81278,0.81278,male
742,male,0.81278,0.81278,male
744,male,0.81274,0.81274,male
745,female,0.81274,0.81274,female
746,male,0.81264,0.81264,male
748,male,0.8125,0.8125,male
747,male,0.8125,0.8125,male
749,male,0.81245,0.81245,male
750,male,0.8124,0.8124,male
752,male,0.81231,0.81231,male
751,male,0.81231,0.81231,male
753,male,0.81226,0.81226,male
754,male,0.81221,0.81221,male
755,male,0.81216,0.81216,male
756,male,0.81202,0.81202,male
758,male,0.81197,0.81197,male
757,male,0.81197,0.81197,male
759,male,0.81192,0.81192,male
760,female,0.81188,0.81188,female
761,male,0.81188,0.81188,male
762,female,0.81178,0.81178,female
764,male,0.81168,0.81168,male
763,male,0.81168,0.81168,male
765,female,0.81164,0.81164,female
767,female,0.81159,0.81159,female
766,male,0.81159,0.81159,male
768,male,0.81154,0.81154,male
769,male,0.81149,0.81149,male
770,male,0.81149,0.81149,male
771,male,0.81145,0.81145,male
772,male,0.8113,0.8113,male
773,male,0.81121,0.81121,male
774,male,0.81116,0.81116,male
776,male,0.81097,0.81097,male
775,female,0.81097,0.81097,female
777,male,0.81092,0.81092,male
778,female,0.81087,0.81087,female
779,male,0.81082,0.81082,male
780,female,0.81063,0.81063,female
781,male,0.81044,0.81044,male
782,male,0.8103,0.8103,male
783,male,0.81015,0.81015,male
784,female,0.81011,0.81011,female
785,male,0.81006,0.81006,male
786,male,0.80996,0.80996,male
788,female,0.80992,0.80992,female
787,male,0.80992,0.80992,male
789,male,0.80992,0.80992,male
790,male,0.80972,0.80972,male
791,male,0.80963,0.80963,male
792,female,0.80953,0.80953,female
793,male,0.80944,0.80944,male
794,male,0.80944,0.80944,male
795,male,0.80939,0.80939,male
797,male,0.80925,0.80925,male
796,male,0.80925,0.80925,male
798,male,0.8091,0.8091,male
799,male,0.80905,0.80905,male
800,male,0.80896,0.80896,male
801,male,0.80896,0.80896,male
802,female,0.80891,0.80891,female
803,male,0.80882,0.80882,male
804,female,0.80877,0.80877,female
805,male,0.80877,0.80877,male
806,male,0.80867,0.80867,male
807,male,0.80858,0.80858,male
808,male,0.80843,0.80843,male
809,male,0.80839,0.80839,male
810,male,0.80824,0.80824,male
811,male,0.80824,0.80824,male
812,male,0.80824,0.80824,male
813,female,0.80819,0.80819,female
814,male,0.80815,0.80815,male
815,male,0.80796,0.80796,male
816,male,0.80791,0.80791,male
817,male,0.80776,0.80776,male
818,male,0.80772,0.80772,male
819,male,0.80767,0.80767,male
820,male,0.80757,0.80757,male
821,male,0.80748,0.80748,male
822,male,0.80743,0.80743,male
823,male,0.80738,0.80738,male
824,male,0.80729,0.80729,male
825,male,0.80714,0.80714,male
826,male,0.80709,0.80709,male
827,male,0.80705,0.80705,male
828,male,0.807,0.807,male
829,male,0.80686,0.80686,male
830,female,0.80671,0.80671,female
831,male,0.80666,0.80666,male
832,male,0.80666,0.80666,male
833,male,0.80666,0.80666,male
834,male,0.80647,0.80647,male
835,female,0.80647,0.80647,female
836,male,0.80638,0.80638,male
837,male,0.80628,0.80628,male
838,male,0.80623,0.80623,male
839,female,0.80619,0.80619,female
840,male,0.80614,0.80614,male
841,male,0.80609,0.80609,male
843,male,0.806,0.806,male
842,male,0.806,0.806,male
844,male,0.80595,0.80595,male
845,male,0.80595,0.80595,male
846,male,0.8058,0.8058,male
847,female,0.8058,0.8058,female
849,male,0.80561,0.80561,male
848,female,0.80561,0.80561,female
850,male,0.80542,0.80542,male
851,male,0.80542,0.80542,male
852,male,0.80533,0.80533,male
853,male,0.80528,0.80528,male
854,male,0.80523,0.80523,male
855,male,0.80523,0.80523,male
857,male,0.80518,0.80518,male
856,female,0.80518,0.80518,female
858,male,0.8049,0.8049,male
859,male,0.80485,0.80485,male
860,female,0.80485,0.80485,female
861,female,0.80466,0.80466,female
862,male,0.80442,0.80442,male
863,male,0.80442,0.80442,male
864,female,0.80442,0.80442,female
865,male,0.80427,0.80427,male
866,female,0.80418,0.80418,female
867,female,0.80418,0.80418,female
868,male,0.80413,0.80413,male
869,male,0.80399,0.80399,male
870,male,0.80384,0.80384,male
872,male,0.8038,0.8038,male
871,male,0.8038,0.8038,male
873,male,0.80375,0.80375,male
